,day_of_week,month,quarter,year,business_day,PRCP,TMAX,TMIN,TSUN,AWND,WDF5,WSF2,t_minmax,mean_wind_speed,max_value_wind_speed,max_hour_wind_speed,max_value_wind_direction,max_hour_wind_direction,mean_temp,max_value_temp,max_hour_temp,mean_humidity,max_value_humidity,max_hour_humidity,mean_radiation,max_value_radiation,max_hour_radiation,mean_uv_radiation,max_value_uv_radiation,max_hour_uv_radiation,mean_pressure,max_value_pressure,max_hour_pressure,wind_north,wind_south,wind_east,wind_west
2015-06-12,5,6,2,2015,1,0,72,63,,1.12,260.0,6.9,9,3.754167,6.5,18.0,270.0,19.0,19.29398166666667,22.22222222222222,15.0,78.583333,85.0,1.0,0.197917,0.71,14.0,0.010417,0.04,13.0,998.833333,1000.0,7.0,0.0,0.0,1.0,0.0
2015-06-13,6,6,2,2015,0,0,72,63,,1.34,270.0,6.9,9,3.7625,6.7,17.0,276.0,21.0,18.96990722222222,22.22222222222222,15.0,78.666667,90.0,5.0,0.2125,0.85,15.0,0.011667,0.04,14.0,998.208333,999.0,0.0,0.0,1.0,0.0,0.0
2015-06-14,7,6,2,2015,0,0,77,63,,1.79,280.0,8.9,14,3.970833,8.5,14.0,282.0,8.0,19.752315000000003,25.0,13.0,75.958333,86.0,22.0,0.390833,1.39,11.0,0.019167,0.07,11.0,997.75,999.0,7.0,0.0,0.0,1.0,0.0
2015-06-15,1,6,2,2015,1,0,78,62,,1.79,270.0,8.9,16,4.041667,8.4,15.0,296.0,1.0,20.6875,26.38888888888889,12.0,72.708333,87.0,0.0,0.47,1.42,12.0,0.022083,0.07,11.0,998.875,1000.0,20.0,0.0,1.0,0.0,0.0
2015-06-16,2,6,2,2015,1,0,79,61,,1.57,270.0,8.1,18,3.979167,7.3,17.0,358.0,5.0,20.90277777777778,25.888888888888886,10.0,70.958333,88.0,23.0,0.489167,1.41,11.0,0.021667,0.07,11.0,1000.5,1001.0,7.0,0.0,0.0,1.0,0.0
2015-06-17,3,6,2,2015,1,0,78,62,,1.57,270.0,8.1,16,4.041667,7.6,17.0,356.0,3.0,21.358796111111108,26.166666666666664,13.0,68.916667,86.0,0.0,0.506667,1.43,12.0,0.022917,0.07,11.0,1001.125,1002.0,10.0,0.0,1.0,0.0,0.0
2015-06-18,4,6,2,2015,1,0,81,62,,1.12,270.0,8.9,19,3.970833,8.8,14.0,351.0,5.0,21.9375,28.388888888888886,12.0,65.041667,91.0,3.0,0.505833,1.46,12.0,0.0225,0.07,11.0,1001.541667,1003.0,7.0,0.0,1.0,0.0,0.0
2015-06-19,5,6,2,2015,1,0,82,58,,1.12,270.0,8.9,24,3.816667,8.1,14.0,344.0,3.0,23.5,28.77777777777778,13.0,56.458333,79.0,3.0,0.505833,1.43,11.0,0.021667,0.07,11.0,999.125,1001.0,7.0,0.0,1.0,0.0,0.0
2015-06-20,6,6,2,2015,0,0,85,63,,1.34,270.0,10.1,22,3.554167,6.8,17.0,312.0,1.0,23.627315,29.88888888888889,11.0,59.666667,87.0,6.0,0.505833,1.44,11.0,0.022917,0.07,10.0,998.791667,1000.0,7.0,0.0,1.0,0.0,0.0
2015-06-21,7,6,2,2015,0,0,82,64,,2.01,270.0,8.9,18,4.070833,6.9,12.0,279.0,21.0,22.273148333333335,26.944444444444443,11.0,68.083333,88.0,3.0,0.486667,1.39,11.0,0.0225,0.07,11.0,1001.75,1003.0,7.0,0.0,1.0,0.0,0.0
2015-06-22,1,6,2,2015,1,0,83,62,,1.34,270.0,8.1,21,3.933333,7.9,17.0,334.0,1.0,22.875,28.111111111111107,11.0,55.875,78.0,1.0,0.501667,1.42,11.0,0.021667,0.07,11.0,1001.958333,1003.0,5.0,0.0,1.0,0.0,0.0
2015-06-23,2,6,2,2015,1,0,84,63,,1.57,280.0,10.1,21,3.854167,8.4,15.0,319.0,1.0,22.99074055555555,28.666666666666668,11.0,55.166667,72.0,2.0,0.489583,1.39,11.0,0.021667,0.07,11.0,1001.291667,1003.0,6.0,0.0,1.0,0.0,0.0
2015-06-24,3,6,2,2015,1,0,83,63,,1.12,270.0,12.1,20,3.775,7.5,17.0,336.0,2.0,23.22222222222222,28.72222222222222,13.0,54.875,70.0,2.0,0.497917,1.41,11.0,0.021667,0.07,11.0,1000.625,1002.0,10.0,0.0,1.0,0.0,0.0
2015-06-25,4,6,2,2015,1,0,81,62,,2.01,280.0,8.1,19,4.2625,8.3,15.0,343.0,3.0,21.974537222222224,27.88888888888889,13.0,65.083333,90.0,22.0,0.497917,1.41,12.0,0.022083,0.07,11.0,1002.125,1003.0,6.0,0.0,0.0,1.0,0.0
2015-06-26,5,6,2,2015,1,0,78,60,,1.57,270.0,10.1,18,4.525,9.2,14.0,319.0,3.0,20.506944444444443,26.944444444444443,12.0,72.375,93.0,3.0,0.45375,1.4,12.0,0.02125,0.07,11.0,1002.916667,1004.0,7.0,0.0,0.0,1.0,0.0
2015-06-27,6,6,2,2015,0,0,77,62,,0.89,270.0,8.9,15,3.258333,6.9,15.0,273.0,22.0,21.127315,24.555555555555557,9.0,67.916667,82.0,4.0,0.210417,0.66,9.0,0.010833,0.04,9.0,1003.0,1005.0,7.0,0.0,1.0,0.0,0.0
2015-06-28,7,6,2,2015,0,0,86,67,,1.12,280.0,8.9,19,3.620833,8.9,14.0,332.0,5.0,25.03935166666666,31.055555555555557,13.0,55.166667,75.0,3.0,0.440417,1.33,12.0,0.021667,0.07,11.0,1000.916667,1003.0,8.0,0.0,1.0,0.0,0.0
2015-06-29,1,6,2,2015,1,0,91,68,,1.34,270.0,8.1,23,3.7625,7.9,15.0,281.0,20.0,25.064815000000003,32.666666666666664,12.0,54.958333,73.0,5.0,0.384167,1.35,11.0,0.019167,0.07,11.0,1000.458333,1001.0,5.0,0.0,1.0,0.0,0.0
2015-06-30,2,6,2,2015,1,0,89,67,,0.89,170.0,12.1,22,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,3,7,3,2015,1,0,84,67,,1.57,270.0,8.1,17,,,,,,24.597222222222225,30.22222222222222,12.0,58.458333,77.0,0.0,0.243333,0.83,13.0,0.0125,0.05,13.0,1001.375,1003.0,21.0,0.0,0.0,0.0,0.0
2015-07-02,4,7,3,2015,1,0,83,65,,2.01,270.0,12.1,18,,,,,,23.625000000000004,28.72222222222222,12.0,62.708333,78.0,23.0,0.43875,1.37,12.0,0.02125,0.07,11.0,1002.875,1004.0,6.0,0.0,0.0,0.0,0.0
2015-07-03,5,7,3,2015,1,0,80,63,,1.34,270.0,8.9,17,,,,,,21.41898166666667,27.16666666666667,12.0,70.583333,86.0,3.0,0.4875,1.4,12.0,0.0225,0.07,11.0,1001.583333,1004.0,7.0,0.0,0.0,0.0,0.0
2015-07-04,6,7,3,2015,0,0,79,63,,1.12,270.0,8.1,16,,,,,,20.534722222222225,25.555555555555557,12.0,71.958333,84.0,0.0,0.470417,1.37,12.0,0.022083,0.07,11.0,1000.625,1003.0,22.0,0.0,0.0,0.0,0.0
2015-07-05,7,7,3,2015,0,0,75,64,,1.57,260.0,8.1,11,,,,,,20.21527777777778,24.333333333333332,13.0,72.416667,83.0,0.0,0.370417,1.4,11.0,0.018333,0.07,11.0,1003.333333,1005.0,21.0,0.0,0.0,0.0,0.0
2015-07-06,1,7,3,2015,1,0,75,64,,1.34,280.0,8.1,11,,,,,,19.891203888888892,23.555555555555557,13.0,74.333333,82.0,20.0,0.355417,1.38,12.0,0.017917,0.07,11.0,1004.75,1006.0,5.0,0.0,0.0,0.0,0.0
2015-07-07,2,7,3,2015,1,0,77,65,,1.12,270.0,8.1,12,,,,,,20.418981666666664,24.444444444444443,14.0,73.375,82.0,0.0,0.346667,1.39,12.0,0.016667,0.07,11.0,1002.458333,1005.0,7.0,0.0,0.0,0.0,0.0
2015-07-08,3,7,3,2015,1,0,75,66,,1.79,270.0,8.1,9,,,,,,20.618055555555557,22.944444444444443,15.0,69.166667,77.0,1.0,0.165,0.68,15.0,0.00875,0.03,14.0,1000.0,1001.0,0.0,0.0,0.0,0.0,0.0
2015-07-09,4,7,3,2015,1,0,76,64,,1.34,270.0,8.9,12,,,,,,20.402777777777775,23.5,14.0,64.625,78.0,1.0,0.3125,1.04,14.0,0.015833,0.05,12.0,1000.375,1002.0,8.0,0.0,0.0,0.0,0.0
2015-07-10,5,7,3,2015,1,0,76,62,,2.24,280.0,12.1,14,,,,,,20.11111111111111,23.111111111111107,13.0,63.208333,75.0,21.0,0.480417,1.4,11.0,0.022917,0.07,11.0,1001.916667,1003.0,6.0,0.0,0.0,0.0,0.0
2015-07-11,6,7,3,2015,0,0,79,62,,1.34,280.0,8.9,17,,,,,,20.993055555555554,24.66666666666667,11.0,66.291667,83.0,5.0,0.481667,1.4,12.0,0.0225,0.07,11.0,1003.041667,1004.0,6.0,0.0,0.0,0.0,0.0
2015-07-12,7,7,3,2015,0,0,81,62,,1.57,280.0,8.9,19,,,,,,22.18287055555556,26.27777777777778,11.0,60.958333,77.0,4.0,0.493333,1.42,12.0,0.0225,0.07,11.0,1003.625,1005.0,8.0,0.0,0.0,0.0,0.0
2015-07-13,1,7,3,2015,1,0,84,64,,1.79,280.0,8.9,20,,,,,,22.856481666666664,28.000000000000004,13.0,58.791667,74.0,6.0,0.485833,1.4,12.0,0.0225,0.07,11.0,1001.958333,1004.0,5.0,0.0,0.0,0.0,0.0
2015-07-14,2,7,3,2015,1,0,84,64,,2.01,260.0,8.9,20,,,,,,22.28472222222222,28.444444444444443,12.0,65.666667,83.0,5.0,0.480417,1.4,12.0,0.021667,0.07,11.0,1000.0,1001.0,0.0,0.0,0.0,0.0,0.0
2015-07-15,3,7,3,2015,1,0,81,65,,2.24,270.0,10.1,16,,,,,,21.78240722222222,26.444444444444443,14.0,66.333333,81.0,0.0,0.4325,1.38,12.0,0.02,0.07,11.0,1001.208333,1003.0,7.0,0.0,0.0,0.0,0.0
2015-07-16,4,7,3,2015,1,0,81,65,,2.01,270.0,10.1,16,,,,,,21.77777777777778,26.666666666666668,11.0,67.666667,84.0,23.0,0.462917,1.4,12.0,0.021667,0.07,11.0,1001.708333,1003.0,0.0,0.0,0.0,0.0,0.0
2015-07-17,5,7,3,2015,1,0,81,63,,1.12,280.0,8.1,18,,,,,,22.108796111111115,28.277777777777782,13.0,67.125,86.0,2.0,0.47625,1.4,12.0,0.021667,0.07,11.0,999.541667,1001.0,0.0,0.0,0.0,0.0,0.0
2015-07-18,6,7,3,2015,0,1,87,65,,2.01,190.0,8.9,22,,,,,,21.921296111111108,30.38888888888889,11.0,72.083333,89.0,19.0,0.1225,1.09,10.0,0.0075,0.06,10.0,1002.5,1005.0,13.0,0.0,0.0,0.0,0.0
2015-07-19,7,7,3,2015,0,1,92,72,,2.46,270.0,13.0,20,,,,,,26.256944444444443,32.0,11.0,66.291667,82.0,22.0,0.385833,1.32,11.0,0.019583,0.07,11.0,1004.291667,1007.0,20.0,0.0,0.0,0.0,0.0
2015-07-20,1,7,3,2015,1,0,85,70,,2.01,40.0,12.1,15,,,,,,25.203703888888892,28.88888888888889,13.0,69.75,88.0,23.0,0.31625,0.93,14.0,0.016667,0.05,12.0,1004.041667,1006.0,7.0,0.0,0.0,0.0,0.0
2015-07-21,2,7,3,2015,1,0,80,70,,1.79,270.0,8.9,10,,,,,,23.122685000000004,26.5,14.0,77.791667,87.0,0.0,0.238333,1.08,13.0,0.012917,0.06,13.0,1001.416667,1003.0,0.0,0.0,0.0,0.0,0.0
2015-07-22,3,7,3,2015,1,0,81,68,,1.79,280.0,10.1,13,,,,,,23.02777777777778,26.666666666666668,14.0,72.916667,89.0,4.0,0.325417,1.2,11.0,0.017083,0.06,11.0,1000.333333,1002.0,22.0,0.0,0.0,0.0,0.0
2015-07-23,4,7,3,2015,1,0,82,68,,1.12,280.0,8.1,14,,,,,,22.902777777777775,27.38888888888889,13.0,71.666667,84.0,2.0,0.344167,1.36,12.0,0.0175,0.07,11.0,1003.291667,1005.0,21.0,0.0,0.0,0.0,0.0
2015-07-24,5,7,3,2015,1,0,85,67,,1.79,280.0,10.1,18,,,,,,23.89814833333333,29.333333333333332,13.0,69.25,88.0,3.0,0.474583,1.39,12.0,0.0225,0.07,11.0,1005.208333,1007.0,7.0,0.0,0.0,0.0,0.0
2015-07-25,6,7,3,2015,0,0,87,67,,1.57,270.0,10.1,20,,,,,,24.840277777777782,30.444444444444443,12.0,60.833333,83.0,4.0,0.4825,1.4,11.0,0.022917,0.07,10.0,1003.416667,1005.0,0.0,0.0,0.0,0.0,0.0
2015-07-26,7,7,3,2015,0,0,85,67,,1.34,270.0,8.9,18,,,,,,23.26157388888889,28.111111111111107,11.0,67.0,80.0,4.0,0.488333,1.41,12.0,0.023333,0.07,10.0,1001.625,1003.0,7.0,0.0,0.0,0.0,0.0
2015-07-27,1,7,3,2015,1,0,82,67,,2.24,270.0,8.1,15,,,,,,22.518518333333333,26.77777777777778,11.0,65.541667,82.0,23.0,0.449167,1.4,12.0,0.0225,0.07,11.0,1001.125,1003.0,7.0,0.0,0.0,0.0,0.0
2015-07-28,2,7,3,2015,1,0,85,66,,1.34,270.0,10.1,19,,,,,,23.069444444444446,28.555555555555557,11.0,68.5,84.0,23.0,0.460417,1.39,12.0,0.022083,0.07,11.0,1000.458333,1002.0,7.0,0.0,0.0,0.0,0.0
2015-07-29,3,7,3,2015,1,0,82,65,,2.01,270.0,8.9,17,,,,,,22.59259277777778,27.77777777777778,12.0,71.75,87.0,4.0,0.425833,1.34,12.0,0.02125,0.07,11.0,1002.166667,1004.0,20.0,0.0,0.0,0.0,0.0
2015-07-30,4,7,3,2015,1,0,83,68,,1.57,280.0,8.9,15,,,,,,24.018518333333336,28.944444444444443,12.0,67.416667,80.0,4.0,0.377083,1.34,11.0,0.02,0.07,11.0,1004.0,1005.0,7.0,0.0,0.0,0.0,0.0
2015-07-31,5,7,3,2015,1,0,84,67,,2.01,270.0,8.9,17,,,,,,23.939815,29.72222222222222,12.0,71.458333,86.0,23.0,0.42375,1.34,11.0,0.020833,0.07,11.0,1004.0,1006.0,6.0,0.0,0.0,0.0,0.0
2015-08-01,6,8,3,2015,0,0,83,67,,2.01,270.0,8.9,16,,,,,,23.057870555555553,27.88888888888889,11.0,70.458333,88.0,0.0,0.452083,1.39,12.0,0.022083,0.07,11.0,1002.291667,1004.0,5.0,0.0,0.0,0.0,0.0
2015-08-02,7,8,3,2015,0,0,84,66,,0.89,280.0,8.9,18,,,,,,23.25925944444445,29.0,12.0,69.125,83.0,4.0,0.438333,1.36,11.0,0.022083,0.07,11.0,1000.25,1002.0,7.0,0.0,0.0,0.0,0.0
2015-08-03,1,8,3,2015,1,0,84,67,,0.89,280.0,8.9,17,,,,,,23.693236666666664,28.77777777777778,11.0,65.478261,83.0,5.0,0.432174,1.33,11.0,0.021304,0.07,11.0,1000.391304,1001.0,5.0,0.0,0.0,0.0,0.0
2015-08-04,2,8,3,2015,1,0,88,67,,2.24,260.0,10.1,21,,,,,,24.747685000000004,30.333333333333332,11.0,55.916667,76.0,2.0,0.46,1.35,11.0,0.022083,0.07,11.0,1001.125,1002.0,7.0,0.0,0.0,0.0,0.0
2015-08-05,3,8,3,2015,1,0,88,67,,1.34,270.0,10.1,21,,,,,,25.80092611111111,32.166666666666664,14.0,50.541667,69.0,23.0,0.452917,1.32,11.0,0.022083,0.07,11.0,1000.791667,1002.0,5.0,0.0,0.0,0.0,0.0
2015-08-06,4,8,3,2015,1,0,86,67,,1.12,280.0,8.9,19,,,,,,24.074073888888886,29.61111111111111,11.0,61.958333,80.0,23.0,0.291667,1.0,10.0,0.015417,0.05,10.0,999.791667,1001.0,7.0,0.0,0.0,0.0,0.0
2015-08-07,5,8,3,2015,1,0,81,66,,1.34,270.0,8.9,15,,,,,,21.90277777777778,26.77777777777778,13.0,68.958333,83.0,0.0,0.419167,1.38,12.0,0.02,0.07,11.0,1000.875,1002.0,7.0,0.0,0.0,0.0,0.0
2015-08-08,6,8,3,2015,0,0,81,65,,1.57,280.0,10.1,16,,,,,,21.668981666666664,25.72222222222222,11.0,63.166667,78.0,23.0,0.432083,1.38,11.0,0.020417,0.07,11.0,1002.166667,1004.0,7.0,0.0,0.0,0.0,0.0
2015-08-09,7,8,3,2015,0,0,78,63,,1.57,280.0,10.1,15,,,,,,20.412037222222224,25.27777777777778,13.0,70.0,87.0,4.0,0.400833,1.38,12.0,0.019167,0.07,11.0,1002.833333,1004.0,7.0,0.0,0.0,0.0,0.0
2015-08-10,1,8,3,2015,1,0,78,63,,2.01,280.0,8.9,15,,,,,,20.59953722222222,25.500000000000004,12.0,69.333333,83.0,4.0,0.371667,1.36,12.0,0.018333,0.07,11.0,1002.291667,1004.0,0.0,0.0,0.0,0.0,0.0
2015-08-11,2,8,3,2015,1,0,81,63,,1.12,270.0,8.9,18,,,,,,21.150462777777776,26.11111111111111,12.0,70.875,87.0,3.0,0.410417,1.35,12.0,0.019167,0.07,11.0,1001.666667,1003.0,7.0,0.0,0.0,0.0,0.0
2015-08-12,3,8,3,2015,1,0,85,63,,1.34,270.0,8.9,22,,,,,,23.958333333333332,29.333333333333332,11.0,57.5,85.0,3.0,0.462917,1.39,12.0,0.02125,0.07,11.0,1002.75,1004.0,5.0,0.0,0.0,0.0,0.0
2015-08-13,4,8,3,2015,1,0,91,68,,1.12,270.0,8.1,23,,,,,,26.73611111111111,32.888888888888886,11.0,45.75,61.0,4.0,0.425833,1.28,11.0,0.02,0.06,10.0,1001.416667,1003.0,7.0,0.0,0.0,0.0,0.0
2015-08-14,5,8,3,2015,1,0,91,68,,1.57,280.0,8.1,23,,,,,,27.52314833333334,33.77777777777778,12.0,44.541667,66.0,4.0,0.44,1.32,12.0,0.020833,0.07,11.0,1001.125,1002.0,5.0,0.0,0.0,0.0,0.0
2015-08-15,6,8,3,2015,0,0,96,71,,1.12,260.0,8.1,25,,,,,,28.071759444444446,35.5,11.0,42.416667,59.0,21.0,0.44,1.32,12.0,0.020833,0.07,11.0,1000.083333,1001.0,0.0,0.0,0.0,0.0,0.0
2015-08-16,7,8,3,2015,0,0,95,68,,1.34,280.0,10.1,27,,,,,,27.61111111111111,35.111111111111114,11.0,45.083333,71.0,22.0,0.444167,1.33,12.0,0.020833,0.07,11.0,999.333333,1000.0,0.0,0.0,0.0,0.0,0.0
2015-08-17,1,8,3,2015,1,0,88,69,,2.24,180.0,8.9,19,,,,,,24.499999999999996,28.72222222222222,12.0,67.041667,84.0,2.0,0.432917,1.31,11.0,0.020833,0.07,11.0,1000.833333,1002.0,10.0,0.0,0.0,0.0,0.0
2015-08-18,2,8,3,2015,1,0,86,68,,1.79,280.0,8.1,18,,,,,,23.194444444444443,28.111111111111107,12.0,70.291667,83.0,22.0,0.37875,1.3,12.0,0.019167,0.07,11.0,1001.416667,1003.0,6.0,0.0,0.0,0.0,0.0
2015-08-19,3,8,3,2015,1,0,82,67,,2.24,270.0,8.1,15,,,,,,22.328703888888885,26.888888888888893,11.0,70.833333,84.0,2.0,0.379583,1.24,11.0,0.017083,0.06,11.0,1000.833333,1002.0,5.0,0.0,0.0,0.0,0.0
2015-08-20,4,8,3,2015,1,0,81,67,,2.24,280.0,8.9,14,,,,,,22.46064833333334,27.055555555555557,13.0,68.25,79.0,0.0,0.351667,1.27,11.0,0.017083,0.06,10.0,999.875,1001.0,6.0,0.0,0.0,0.0,0.0
2015-08-21,5,8,3,2015,1,0,80,67,,0.89,280.0,8.1,13,,,,,,22.16666666666667,26.22222222222222,13.0,71.166667,81.0,23.0,0.266667,1.18,13.0,0.013333,0.06,12.0,1000.0,1001.0,7.0,0.0,0.0,0.0,0.0
2015-08-22,6,8,3,2015,0,0,83,68,,2.01,270.0,10.1,15,,,,,,22.64351833333333,27.055555555555557,12.0,70.125,83.0,0.0,0.36375,1.29,12.0,0.018333,0.06,10.0,1000.958333,1003.0,9.0,0.0,0.0,0.0,0.0
2015-08-23,7,8,3,2015,0,0,83,66,,1.57,270.0,10.1,17,,,,,,22.891203888888885,28.333333333333332,13.0,70.958333,87.0,4.0,0.422917,1.3,12.0,0.020833,0.07,11.0,1002.333333,1004.0,8.0,0.0,0.0,0.0,0.0
2015-08-24,1,8,3,2015,1,0,87,67,,1.12,,8.9,20,,,,,,24.00462944444444,29.555555555555557,11.0,69.083333,87.0,3.0,0.42,1.3,12.0,0.02,0.06,10.0,1002.041667,1004.0,8.0,0.0,0.0,0.0,0.0
2015-08-25,2,8,3,2015,1,0,87,71,,1.34,280.0,8.9,16,,,,,,25.412037222222224,30.166666666666668,15.0,65.791667,80.0,2.0,0.2375,0.94,13.0,0.01375,0.05,13.0,1001.916667,1004.0,10.0,0.0,0.0,0.0,0.0
2015-08-26,3,8,3,2015,1,0,92,73,,1.79,270.0,8.9,19,,,,,,27.21759277777778,33.111111111111114,12.0,56.416667,73.0,0.0,0.389167,1.24,12.0,0.018333,0.06,10.0,1002.416667,1004.0,7.0,0.0,0.0,0.0,0.0
2015-08-27,4,8,3,2015,1,0,93,71,,0.89,270.0,8.9,22,,,,,,27.805555555555557,33.72222222222222,12.0,49.125,67.0,4.0,0.4025,1.25,12.0,0.01875,0.06,10.0,1002.208333,1004.0,6.0,0.0,0.0,0.0,0.0
2015-08-28,5,8,3,2015,1,0,97,73,,1.12,260.0,8.9,24,,,,,,28.814815000000003,36.05555555555556,12.0,46.291667,69.0,2.0,0.400833,1.23,12.0,0.01875,0.06,11.0,999.875,1001.0,0.0,0.0,0.0,0.0,0.0
2015-08-29,6,8,3,2015,0,0,94,73,,1.57,280.0,8.9,21,,,,,,27.59722222222222,33.77777777777778,12.0,53.75,75.0,5.0,0.408333,1.26,11.0,0.019583,0.06,10.0,999.916667,1001.0,6.0,0.0,0.0,0.0,0.0
2015-08-30,7,8,3,2015,0,0,90,71,,1.57,270.0,8.1,19,,,,,,25.35185166666666,30.055555555555557,12.0,63.625,77.0,2.0,0.402083,1.25,11.0,0.019583,0.06,10.0,999.833333,1001.0,6.0,0.0,0.0,0.0,0.0
2015-08-31,1,8,3,2015,1,0,85,69,,2.01,280.0,8.9,16,,,,,,23.63425944444445,28.000000000000004,13.0,68.125,83.0,3.0,0.521111,1.29,12.0,0.025,0.06,10.0,1000.25,1002.0,9.0,0.0,0.0,0.0,0.0
2015-09-01,2,9,3,2015,1,0,83,69,,2.01,270.0,8.1,14,,,,,,22.86342611111111,27.5,13.0,65.125,78.0,20.0,,,,,,,1001.458333,1003.0,20.0,0.0,0.0,0.0,0.0
2015-09-02,3,9,3,2015,1,0,81,67,,1.57,270.0,8.9,14,,,,,,22.354166666666668,25.72222222222222,11.0,65.291667,78.0,21.0,0.357083,1.25,11.0,0.0175,0.06,10.0,1002.25,1004.0,7.0,0.0,0.0,0.0,0.0
2015-09-03,4,9,3,2015,1,0,80,66,,2.24,280.0,8.9,14,,,,,,21.560185000000004,25.500000000000004,13.0,62.333333,73.0,0.0,0.339583,1.26,12.0,0.017083,0.06,10.0,1000.458333,1003.0,8.0,0.0,0.0,0.0,0.0
2015-09-04,5,9,3,2015,1,0,79,66,,2.46,280.0,8.9,13,,,,,,21.67824055555555,24.833333333333332,13.0,59.875,73.0,1.0,0.337083,1.24,11.0,0.016667,0.06,10.0,999.916667,1001.0,6.0,0.0,0.0,0.0,0.0
2015-09-05,6,9,3,2015,0,0,85,65,,1.79,270.0,8.1,20,,,,,,21.90046277777778,26.999999999999996,12.0,65.208333,79.0,4.0,0.390417,1.25,11.0,0.01875,0.06,10.0,1000.875,1002.0,7.0,0.0,0.0,0.0,0.0
2015-09-06,7,9,3,2015,0,0,90,64,,1.34,270.0,8.9,26,,,,,,24.26157388888889,30.944444444444443,12.0,55.458333,79.0,3.0,0.385833,1.19,11.0,0.01875,0.06,10.0,1000.916667,1002.0,0.0,0.0,0.0,0.0,0.0
2015-09-07,1,9,3,2015,1,0,94,68,,1.34,270.0,8.1,26,,,,,,27.344907222222222,33.388888888888886,11.0,44.083333,75.0,0.0,0.3875,1.21,11.0,0.01875,0.06,10.0,999.791667,1001.0,0.0,0.0,0.0,0.0,0.0
2015-09-08,2,9,3,2015,1,0,97,73,,1.12,270.0,10.1,24,,,,,,29.384259444444442,35.166666666666664,11.0,40.416667,57.0,0.0,0.374583,1.19,12.0,0.017083,0.06,11.0,998.416667,1000.0,0.0,0.0,0.0,0.0,0.0
2015-09-09,3,9,3,2015,1,0,101,76,,1.34,280.0,8.9,25,,,,,,32.25925944444444,37.27777777777778,10.0,35.916667,50.0,4.0,0.341667,1.18,12.0,0.015833,0.06,11.0,997.958333,999.0,0.0,0.0,0.0,0.0,0.0
2015-09-10,4,9,3,2015,1,0,96,78,,1.79,280.0,8.9,18,,,,,,30.099537222222224,34.77777777777778,14.0,45.083333,60.0,3.0,0.282917,1.01,9.0,0.01375,0.05,12.0,999.458333,1001.0,9.0,0.0,0.0,0.0,0.0
2015-09-11,5,9,3,2015,1,0,95,76,,1.34,280.0,8.9,19,,,,,,29.21064833333333,34.72222222222222,11.0,42.708333,57.0,5.0,0.332083,1.2,11.0,0.015417,0.06,11.0,1000.708333,1003.0,20.0,0.0,0.0,0.0,0.0
2015-09-12,6,9,3,2015,0,0,90,76,,1.57,280.0,8.1,14,,,,,,27.587962777777776,31.944444444444443,13.0,47.375,66.0,23.0,0.169167,0.73,12.0,0.01,0.04,12.0,1001.083333,1003.0,7.0,0.0,0.0,0.0,0.0
2015-09-13,7,9,3,2015,0,0,91,72,,2.01,270.0,8.9,19,,,,,,25.930555555555557,30.944444444444443,11.0,58.708333,80.0,23.0,0.375833,1.19,12.0,0.018333,0.06,10.0,998.583333,1001.0,7.0,0.0,0.0,0.0,0.0
2015-09-14,1,9,3,2015,1,0,84,71,,1.79,270.0,8.9,13,,,,,,24.018518333333336,27.38888888888889,12.0,71.125,85.0,5.0,0.242083,0.98,10.0,0.012083,0.05,10.0,998.5,1000.0,8.0,0.0,0.0,0.0,0.0
2015-09-15,2,9,3,2015,1,1,80,67,,3.8,280.0,10.1,13,,,,,,22.50462944444444,26.166666666666664,12.0,81.625,95.0,7.0,0.220417,0.87,12.0,0.012083,0.05,12.0,999.708333,1002.0,22.0,0.0,0.0,0.0,0.0
2015-09-16,3,9,3,2015,1,0,78,66,,1.12,280.0,8.1,12,,,,,,22.089372222222224,25.0,12.0,63.304348,83.0,2.0,0.345652,1.01,10.0,0.016522,0.05,9.0,1003.086957,1004.0,6.0,0.0,0.0,0.0,0.0
2015-09-17,4,9,3,2015,1,0,82,65,,1.12,270.0,8.9,17,,,,,,22.273148333333335,26.722222222222218,13.0,60.125,78.0,5.0,0.376667,1.22,11.0,0.017083,0.06,11.0,1001.708333,1003.0,0.0,0.0,0.0,0.0,0.0
2015-09-18,5,9,3,2015,1,0,87,65,,1.57,280.0,8.9,22,,,,,,23.759259444444442,30.555555555555557,12.0,61.125,81.0,3.0,0.378333,1.22,11.0,0.0175,0.06,10.0,998.5,1000.0,0.0,0.0,0.0,0.0,0.0
2015-09-19,6,9,3,2015,0,0,92,67,,0.89,270.0,8.1,25,,,,,,26.057870555555557,33.77777777777778,12.0,52.583333,81.0,1.0,0.369167,1.2,11.0,0.016667,0.06,11.0,997.125,999.0,23.0,0.0,0.0,0.0,0.0
2015-09-20,7,9,3,2015,0,0,98,70,,2.01,270.0,8.9,28,,,,,,28.921296111111115,36.0,14.0,44.333333,63.0,0.0,0.367917,1.2,11.0,0.0175,0.06,10.0,997.083333,999.0,0.0,0.0,0.0,0.0,0.0
2015-09-21,1,9,3,2015,1,0,86,72,,2.24,130.0,12.1,14,,,,,,25.555555555555557,28.277777777777782,10.0,59.666667,76.0,20.0,0.275417,1.07,11.0,0.014167,0.06,11.0,997.333333,1000.0,20.0,0.0,0.0,0.0,0.0
