,day_of_week,month,quarter,year,business_day,PRCP,TMAX,TMIN,TSUN,AWND,WDF5,WSF2,t_minmax,mean_wind_speed,max_value_wind_speed,max_hour_wind_speed,max_value_wind_direction,max_hour_wind_direction,mean_temp,max_value_temp,max_hour_temp,mean_humidity,max_value_humidity,max_hour_humidity,mean_radiation,max_value_radiation,max_hour_radiation,mean_uv_radiation,max_value_uv_radiation,max_hour_uv_radiation,mean_pressure,max_value_pressure,max_hour_pressure,wind_north,wind_south,wind_east,wind_west
2000-01-01,6,1,1,2000,0,0,58,45,,1.12,220.0,8.1,13,2.675,6.9,10.0,357.0,0.0,11.875,13.333333333333334,12.0,,,,0.55375,2.48,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-02,7,1,1,2000,0,0,61,44,,4.92,330.0,21.0,17,7.275,11.3,10.0,359.0,21.0,12.199073888888892,16.11111111111111,14.0,31.25,56.0,1.0,1.2725,5.64,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-01-03,1,1,1,2000,1,0,67,42,,0.89,250.0,6.9,25,3.720833,6.1,23.0,317.0,18.0,11.365740555555558,19.444444444444443,15.0,34.25,46.0,4.0,1.190833,5.3,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-04,2,1,1,2000,1,0,69,44,,1.79,240.0,8.9,25,5.125,8.7,5.0,294.0,18.0,13.101851666666668,20.555555555555557,13.0,32.958333,44.0,19.0,1.223333,5.32,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-05,3,1,1,2000,1,0,71,42,,1.12,210.0,8.9,29,2.6375,5.2,5.0,341.0,19.0,13.680555555555555,22.22222222222222,14.0,35.208333,48.0,4.0,1.2125,5.26,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-06,4,1,1,2000,1,0,69,41,,1.57,270.0,8.1,28,3.608333,6.9,23.0,355.0,18.0,12.777777777777779,20.555555555555557,13.0,27.75,41.0,5.0,1.265417,5.37,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-07,5,1,1,2000,1,0,65,45,,1.34,260.0,6.0,20,4.183333,7.8,2.0,316.0,18.0,12.106481666666664,18.333333333333332,13.0,30.125,47.0,23.0,0.920833,4.13,13.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-08,6,1,1,2000,0,0,65,39,,1.12,210.0,6.9,26,3.933333,6.9,13.0,326.0,19.0,11.38888888888889,18.88888888888889,12.0,37.541667,49.0,20.0,1.255833,5.3,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-09,7,1,1,2000,0,0,65,42,,1.12,200.0,8.1,23,2.741667,5.2,5.0,337.0,19.0,11.574073888888892,18.333333333333332,12.0,42.833333,54.0,19.0,1.106667,5.08,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-10,1,1,1,2000,1,0,65,48,,1.34,200.0,6.9,17,2.595833,4.3,2.0,300.0,19.0,13.379629444444447,18.333333333333332,13.0,49.75,56.0,1.0,1.154167,4.84,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-11,2,1,1,2000,1,0,63,49,,1.12,220.0,8.1,14,3.3625,5.2,9.0,323.0,20.0,13.865740555555558,17.77777777777778,12.0,52.875,56.0,6.0,1.12125,4.86,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-12,3,1,1,2000,1,0,65,52,,1.34,220.0,8.1,13,3.079167,6.1,15.0,325.0,20.0,14.745370555555553,18.333333333333332,14.0,53.416667,56.0,0.0,0.85,4.55,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-13,4,1,1,2000,1,0,78,47,,1.79,240.0,6.9,31,4.266667,6.9,17.0,359.0,4.0,17.01388888888889,25.555555555555557,14.0,39.125,54.0,7.0,1.229167,5.37,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-14,5,1,1,2000,1,0,80,52,,1.12,250.0,6.9,28,3.695833,6.1,0.0,345.0,19.0,18.98148166666667,26.666666666666668,13.0,23.291667,31.0,0.0,1.024167,4.96,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-15,6,1,1,2000,0,0,74,57,,2.01,100.0,6.9,17,4.125,8.7,5.0,217.0,20.0,18.65740722222222,24.444444444444443,13.0,27.666667,44.0,23.0,0.78375,3.92,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-16,7,1,1,2000,0,0,64,58,,0.89,160.0,6.9,6,2.0875,4.3,12.0,352.0,18.0,16.203703888888885,17.22222222222222,10.0,43.5,53.0,4.0,0.29875,1.25,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-17,1,1,1,2000,1,1,66,58,,0.22,250.0,6.9,8,2.854167,6.1,5.0,344.0,2.0,17.5,20.0,16.0,54.0,56.0,7.0,0.215417,1.1,13.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-18,2,1,1,2000,1,0,77,59,,1.79,270.0,8.9,18,4.2625,8.7,12.0,358.0,7.0,19.791666666666668,23.88888888888889,11.0,46.166667,55.0,0.0,0.972917,4.61,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-19,3,1,1,2000,1,0,74,55,,2.01,240.0,8.9,19,3.391667,8.7,14.0,357.0,3.0,18.03240722222222,22.77777777777778,12.0,50.416667,56.0,4.0,1.185417,5.18,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-20,4,1,1,2000,1,0,71,57,,2.01,250.0,12.1,14,2.925,8.7,14.0,324.0,8.0,17.36111111111111,21.11111111111111,11.0,55.041667,59.0,20.0,0.88,4.74,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-21,5,1,1,2000,1,0,65,54,,1.57,200.0,8.9,11,3.0,6.1,14.0,340.0,23.0,15.324073888888892,17.77777777777778,13.0,55.5,59.0,0.0,0.755417,3.13,14.0,,,,,,,0.0,0.0,1.0,0.0
2000-01-22,6,1,1,2000,0,0,63,53,,1.12,250.0,8.1,10,1.958333,6.9,17.0,352.0,20.0,14.166666666666666,16.666666666666668,13.0,55.75,59.0,0.0,0.695833,3.39,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-23,7,1,1,2000,0,1,66,51,,0.89,250.0,6.9,15,2.891667,6.9,15.0,348.0,20.0,14.375,18.333333333333332,13.0,54.958333,59.0,19.0,0.615,2.54,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-24,1,1,1,2000,1,1,73,56,,1.12,260.0,8.1,17,2.85,7.8,16.0,352.0,4.0,18.10185166666666,22.77777777777778,13.0,49.125,58.0,0.0,0.85375,4.4,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-25,2,1,1,2000,1,1,63,56,,2.46,110.0,8.9,7,4.870833,8.7,10.0,360.0,1.0,19.90740722222222,23.333333333333332,12.0,47.9,57.0,0.0,0.52125,2.14,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-26,3,1,1,2000,1,1,68,50,,3.8,210.0,15.0,18,6.541667,12.2,8.0,340.0,5.0,16.55092611111111,20.0,0.0,42.583333,54.0,22.0,1.700417,6.37,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-27,4,1,1,2000,1,0,68,47,,1.79,250.0,8.9,21,4.008333,7.8,14.0,292.0,19.0,13.726851666666668,20.0,13.0,48.125,55.0,20.0,1.305417,5.6,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-28,5,1,1,2000,1,0,71,45,,0.89,250.0,8.9,26,3.445833,9.6,15.0,355.0,12.0,14.51388888888889,22.22222222222222,14.0,47.625,55.0,17.0,1.217917,5.43,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-29,6,1,1,2000,0,0,66,44,,1.34,230.0,8.9,22,3.908333,6.9,17.0,323.0,23.0,13.171296111111113,18.333333333333332,13.0,48.375,57.0,21.0,1.07625,5.28,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-01-30,7,1,1,2000,0,1,59,52,,0.89,100.0,6.0,7,2.341667,5.2,10.0,189.0,15.0,15.370370555555553,21.11111111111111,23.0,53.916667,59.0,15.0,0.430833,2.61,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-01-31,1,1,1,2000,1,1,64,52,,1.34,210.0,8.9,12,2.633333,5.2,0.0,246.0,16.0,17.5,22.22222222222222,1.0,50.083333,55.0,10.0,0.95375,5.74,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-01,2,2,1,2000,1,0,77,49,,1.12,250.0,8.9,28,4.116667,6.9,14.0,345.0,18.0,17.03703722222222,24.444444444444443,14.0,41.833333,55.0,0.0,1.4375,5.86,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-02,3,2,1,2000,1,0,80,54,,2.46,260.0,8.9,26,6.220833,9.6,12.0,330.0,19.0,17.84722222222222,26.666666666666668,14.0,31.375,49.0,3.0,1.412083,5.89,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-03,4,2,1,2000,1,0,75,51,,2.91,260.0,12.1,24,4.945833,7.8,9.0,353.0,20.0,16.643518333333336,23.88888888888889,13.0,28.75,40.0,20.0,1.53125,6.16,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-04,5,2,1,2000,1,0,65,53,,2.24,90.0,8.9,12,2.2,4.3,1.0,320.0,19.0,15.069444444444445,17.77777777777778,14.0,44.0,57.0,23.0,0.620833,2.58,10.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-05,6,2,1,2000,0,0,67,53,,2.01,260.0,12.1,14,2.670833,8.7,13.0,352.0,23.0,15.787037222222219,19.444444444444443,12.0,54.208333,57.0,0.0,1.00125,5.57,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-06,7,2,1,2000,0,0,75,49,,1.34,250.0,10.1,26,3.45,9.6,16.0,343.0,23.0,15.694444444444445,23.88888888888889,14.0,49.416667,56.0,19.0,1.5775,6.4,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-07,1,2,1,2000,1,0,78,51,,1.79,220.0,8.1,27,4.195833,8.7,5.0,307.0,22.0,18.078703888888892,26.11111111111111,12.0,38.833333,55.0,0.0,1.54,6.49,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-08,2,2,1,2000,1,0,71,55,,2.46,260.0,8.9,16,3.008333,9.6,14.0,343.0,14.0,16.805555555555557,21.666666666666668,14.0,45.666667,56.0,23.0,0.5025,2.41,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-09,3,2,1,2000,1,0,65,52,,2.01,260.0,12.1,13,3.1125,8.7,15.0,344.0,5.0,15.046296111111113,18.88888888888889,13.0,62.666667,74.0,23.0,1.36625,6.33,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-10,4,2,1,2000,1,1,60,51,,3.58,190.0,13.0,9,4.1125,10.4,13.0,318.0,23.0,16.85185166666667,19.444444444444443,14.0,65.416667,75.0,0.0,0.40125,1.74,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-11,5,2,1,2000,1,1,62,48,,1.79,240.0,10.1,14,2.679167,7.8,15.0,256.0,21.0,15.601851666666668,18.333333333333332,3.0,59.458333,67.0,22.0,1.14875,5.36,10.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-12,6,2,1,2000,0,1,62,53,,4.92,250.0,13.0,9,6.045833,10.4,15.0,346.0,21.0,16.180555555555557,20.0,3.0,58.875,68.0,21.0,1.49625,6.48,11.0,,,,,,,0.0,0.0,1.0,0.0
2000-02-13,7,2,1,2000,0,1,58,53,,2.68,110.0,8.1,5,3.8375,6.9,20.0,157.0,16.0,18.61111111111111,22.77777777777778,23.0,56.708333,67.0,0.0,0.467083,3.15,10.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-14,1,2,1,2000,1,1,66,55,,3.13,260.0,8.9,11,3.658333,7.8,15.0,294.0,18.0,20.85648166666667,24.444444444444443,11.0,56.291667,66.0,13.0,0.750417,3.3,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-15,2,2,1,2000,1,0,65,54,,1.57,250.0,8.1,11,2.45,6.9,15.0,323.0,22.0,17.453703888888885,19.444444444444443,6.0,59.958333,65.0,19.0,1.092917,4.58,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-16,3,2,1,2000,1,1,56,47,,2.91,250.0,13.0,9,4.420833,12.2,16.0,351.0,22.0,18.125,22.22222222222222,15.0,54.375,64.0,0.0,0.464167,1.68,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-17,4,2,1,2000,1,0,62,44,,1.79,220.0,8.9,18,2.2375,6.9,15.0,353.0,19.0,13.680555555555555,16.666666666666668,14.0,53.708333,64.0,23.0,1.705833,6.69,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-18,5,2,1,2000,1,0,72,47,,1.34,40.0,8.9,25,3.833333,6.1,21.0,353.0,11.0,14.86111111111111,21.666666666666668,15.0,48.0,64.0,0.0,1.479167,6.58,13.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-19,6,2,1,2000,0,0,77,51,,2.68,100.0,10.1,26,5.65,12.2,10.0,190.0,22.0,17.98611111111111,24.444444444444443,14.0,30.458333,57.0,2.0,1.434583,7.1,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-20,7,2,1,2000,0,1,62,50,,6.71,250.0,15.0,12,8.425,15.6,8.0,279.0,22.0,15.0,17.22222222222222,19.0,62.208333,76.0,7.0,0.575417,2.63,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-21,1,2,1,2000,1,1,55,47,,4.92,110.0,12.1,8,7.704167,13.9,8.0,84.0,4.0,12.152777777777779,14.444444444444445,14.0,64.375,68.0,5.0,0.645417,3.2,14.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-22,2,2,1,2000,1,0,59,50,,1.12,200.0,6.9,9,2.8125,4.3,0.0,294.0,18.0,12.847222222222221,14.444444444444445,10.0,62.208333,68.0,0.0,0.509583,3.48,10.0,,,,,,,0.0,0.0,0.0,1.0
2000-02-23,3,2,1,2000,1,1,56,47,,3.58,260.0,12.1,9,5.2125,9.6,8.0,350.0,13.0,12.36111111111111,13.88888888888889,13.0,61.541667,66.0,0.0,0.231667,1.86,15.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-24,4,2,1,2000,1,0,60,41,,2.68,250.0,12.1,19,3.7625,10.4,14.0,350.0,21.0,10.370370555555553,14.444444444444445,12.0,49.625,62.0,2.0,1.684583,7.27,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-25,5,2,1,2000,1,0,61,48,,1.57,260.0,8.1,13,2.8875,6.9,16.0,334.0,20.0,12.152777777777779,15.555555555555555,13.0,55.0,62.0,21.0,0.97625,5.49,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-26,6,2,1,2000,0,0,67,47,,1.57,250.0,10.1,20,3.458333,8.7,16.0,343.0,22.0,13.634259444444442,19.444444444444443,13.0,52.791667,62.0,0.0,1.756667,7.03,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-27,7,2,1,2000,0,1,56,49,,2.24,260.0,10.1,7,3.325,7.8,17.0,353.0,22.0,12.407407222222226,13.88888888888889,15.0,60.166667,63.0,3.0,0.27625,1.45,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-28,1,2,1,2000,1,0,64,44,,2.01,230.0,8.9,20,3.329167,6.9,14.0,345.0,2.0,12.083333333333334,16.666666666666668,12.0,48.291667,63.0,4.0,1.804167,6.93,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-02-29,2,2,1,2000,1,0,63,48,,2.91,250.0,8.9,15,4.045833,9.6,14.0,341.0,9.0,12.5,16.666666666666668,11.0,49.666667,58.0,23.0,1.207083,5.89,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-01,3,3,1,2000,1,0,65,48,,1.79,240.0,13.0,17,3.470833,10.4,14.0,351.0,0.0,13.009259444444442,17.77777777777778,13.0,47.782609,60.0,3.0,1.619167,7.27,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-02,4,3,1,2000,1,0,70,46,,3.8,260.0,13.0,24,5.025,12.2,14.0,266.0,18.0,13.680555555555555,20.555555555555557,12.0,45.583333,55.0,1.0,1.95,7.32,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-03-03,5,3,1,2000,1,1,62,50,,2.68,10.0,8.1,12,3.825,7.8,22.0,200.0,19.0,13.26388888888889,16.666666666666668,12.0,52.0,60.0,21.0,0.681667,4.8,12.0,,,,,,,0.0,0.0,0.0,1.0
2000-03-04,6,3,1,2000,0,1,57,49,,2.46,90.0,8.1,8,3.5,6.9,17.0,358.0,0.0,11.550926111111108,13.333333333333334,10.0,54.708333,62.0,23.0,0.645417,3.42,9.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-05,7,3,1,2000,0,1,56,45,,6.49,230.0,17.0,11,9.191667,13.9,8.0,351.0,22.0,10.648148333333332,13.333333333333334,12.0,53.875,63.0,0.0,0.955833,6.39,14.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-06,1,3,1,2000,1,1,58,44,,3.36,110.0,8.1,14,3.983333,8.7,4.0,346.0,20.0,9.745370555555553,13.333333333333334,12.0,49.583333,59.0,23.0,1.324583,5.13,9.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-07,2,3,1,2000,1,0,58,43,,2.46,260.0,8.1,15,4.629167,7.8,5.0,238.0,15.0,10.717592777777774,13.333333333333334,10.0,52.083333,60.0,2.0,0.704167,5.13,9.0,,,,,,,0.0,0.0,0.0,1.0
2000-03-08,3,3,1,2000,1,1,60,49,,4.7,240.0,12.1,11,6.758333,11.3,8.0,354.0,20.0,11.689814999999998,14.444444444444445,14.0,57.666667,63.0,3.0,0.705833,3.92,14.0,,,,,,,0.0,0.0,0.0,1.0
2000-03-09,4,3,1,2000,1,1,62,46,,2.68,240.0,13.0,16,4.120833,11.3,16.0,359.0,20.0,12.430555555555555,16.11111111111111,13.0,51.958333,61.0,1.0,2.037083,7.44,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-10,5,3,1,2000,1,0,72,46,,1.79,260.0,8.9,26,3.545833,8.7,15.0,338.0,19.0,14.837962777777781,22.22222222222222,13.0,45.458333,64.0,3.0,2.209167,7.97,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-03-11,6,3,1,2000,0,0,80,52,,2.01,250.0,10.1,28,4.1875,9.6,14.0,247.0,14.0,18.10185166666666,26.11111111111111,12.0,34.958333,48.0,20.0,2.253333,8.01,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-03-12,7,3,1,2000,0,0,75,50,,1.79,260.0,8.1,25,3.4,6.1,17.0,261.0,18.0,17.083333333333332,23.88888888888889,13.0,45.875,65.0,23.0,2.14125,7.78,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-13,1,3,1,2000,1,0,68,55,,2.24,260.0,8.9,13,3.029167,7.8,14.0,275.0,19.0,15.324073888888892,20.0,11.0,57.041667,65.0,1.0,2.06625,7.86,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-14,2,3,1,2000,1,0,74,49,,1.79,210.0,8.9,25,2.983333,7.8,16.0,337.0,1.0,17.33796277777778,25.0,12.0,49.75,64.0,2.0,2.397917,8.04,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-15,3,3,1,2000,1,0,72,52,,2.91,260.0,10.1,20,3.325,9.6,14.0,328.0,4.0,15.439814999999998,23.333333333333332,13.0,59.375,68.0,1.0,2.103333,7.86,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-16,4,3,1,2000,1,0,68,56,,3.8,250.0,10.1,12,3.616667,8.7,12.0,352.0,7.0,15.76388888888889,20.0,12.0,57.166667,63.0,0.0,2.215417,8.13,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-03-17,5,3,1,2000,1,0,72,57,,2.24,260.0,8.9,15,2.995833,6.9,14.0,355.0,20.0,17.615740555555558,22.22222222222222,13.0,50.791667,62.0,0.0,2.200417,8.28,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-18,6,3,1,2000,0,0,80,53,,2.01,220.0,8.9,27,2.808333,7.8,15.0,271.0,19.0,18.65740722222222,27.77777777777778,14.0,41.0,55.0,6.0,2.44625,8.34,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-19,7,3,1,2000,0,0,75,54,,2.68,220.0,8.9,21,3.6375,7.8,13.0,258.0,15.0,16.89814833333333,23.88888888888889,12.0,47.0,61.0,19.0,2.29125,8.14,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-20,1,3,1,2000,1,0,71,55,,5.14,30.0,17.9,16,6.4,14.8,12.0,359.0,6.0,16.89814833333333,20.555555555555557,14.0,32.041667,64.0,4.0,2.624583,9.31,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-21,2,3,1,2000,1,0,73,54,,4.7,140.0,13.0,19,4.95,8.7,10.0,339.0,3.0,16.828703888888885,22.22222222222222,13.0,23.833333,58.0,23.0,2.5725,8.83,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-22,3,3,1,2000,1,0,74,50,,2.68,260.0,12.1,24,4.3375,8.7,14.0,333.0,21.0,15.671296111111113,22.77777777777778,11.0,39.541667,59.0,0.0,2.5325,8.6,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-23,4,3,1,2000,1,0,70,50,,2.68,210.0,10.1,20,3.8625,8.7,15.0,357.0,2.0,14.745370555555553,20.555555555555557,13.0,46.875,64.0,22.0,2.375,8.56,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-24,5,3,1,2000,1,0,67,52,,2.46,250.0,12.1,15,3.829167,11.3,15.0,358.0,0.0,14.259259444444442,20.555555555555557,12.0,54.125,64.0,22.0,2.155833,8.05,13.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-25,6,3,1,2000,0,0,66,51,,2.46,250.0,10.1,15,3.8375,8.7,15.0,353.0,0.0,13.703703888888887,18.88888888888889,12.0,56.375,67.0,3.0,2.05,8.47,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-26,7,3,1,2000,0,0,69,50,,2.91,260.0,10.1,19,3.6125,9.6,15.0,336.0,0.0,14.652777777777779,21.11111111111111,12.0,53.666667,65.0,3.0,2.575,8.69,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-27,1,3,1,2000,1,0,67,55,,2.01,190.0,10.1,12,3.104167,6.9,15.0,230.0,18.0,14.837962777777781,18.88888888888889,13.0,55.333333,62.0,1.0,1.674583,7.15,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-28,2,3,1,2000,1,0,65,54,,2.24,250.0,10.1,11,3.008333,6.1,14.0,358.0,21.0,14.189814999999998,17.22222222222222,11.0,55.416667,63.0,23.0,1.1475,8.12,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-29,3,3,1,2000,1,0,65,53,,2.68,260.0,10.1,12,3.608333,7.8,15.0,349.0,2.0,14.351851666666668,17.22222222222222,11.0,56.375,65.0,1.0,1.292083,5.65,10.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-30,4,3,1,2000,1,0,67,52,,2.46,260.0,10.1,15,3.545833,8.7,13.0,353.0,22.0,14.583333333333334,18.88888888888889,12.0,63.583333,82.0,23.0,2.427083,8.38,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-03-31,5,3,1,2000,1,0,83,49,,5.14,40.0,19.9,34,6.9875,14.8,15.0,358.0,1.0,20.185184999999997,26.666666666666668,14.0,31.375,96.0,2.0,2.837083,9.72,11.0,,,,,,,0.0,0.0,0.0,1.0
2000-04-01,6,4,2,2000,0,0,85,60,,4.7,240.0,14.1,25,5.633333,12.2,10.0,328.0,0.0,23.194444444444443,27.77777777777778,13.0,14.666667,25.0,23.0,2.789167,9.59,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-02,7,4,2,2000,0,0,79,55,,3.13,250.0,8.9,24,3.541667,6.9,15.0,260.0,17.0,18.587962777777776,25.555555555555557,13.0,40.291667,69.0,23.0,2.602917,8.92,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-03,1,4,2,2000,1,0,76,57,,2.68,210.0,10.1,19,3.329167,6.9,16.0,321.0,22.0,18.40277777777778,25.0,13.0,55.708333,72.0,4.0,2.538333,8.67,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-04,2,4,2,2000,1,0,75,56,,2.68,260.0,12.1,19,3.55,9.6,14.0,359.0,2.0,17.98611111111111,23.88888888888889,10.0,56.75,71.0,0.0,2.649583,9.16,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-04-05,3,4,2,2000,1,0,74,54,,2.46,250.0,10.1,20,3.358333,8.7,13.0,271.0,20.0,16.08796277777778,22.22222222222222,12.0,59.916667,71.0,5.0,2.529167,8.77,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-06,4,4,2,2000,1,0,68,57,,3.58,260.0,10.1,11,3.683333,6.9,14.0,260.0,20.0,15.532407222222226,20.0,12.0,58.375,66.0,0.0,2.275417,9.08,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-07,5,4,2,2000,1,0,69,55,,2.46,230.0,10.1,14,3.658333,8.7,15.0,323.0,22.0,15.949073888888892,20.555555555555557,11.0,59.416667,66.0,21.0,1.977917,8.31,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-08,6,4,2,2000,0,0,73,53,,2.91,250.0,12.1,20,3.620833,9.6,13.0,355.0,4.0,17.708333333333332,23.88888888888889,11.0,51.458333,70.0,6.0,2.8275,9.37,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-09,7,4,2,2000,0,0,70,52,,2.68,210.0,10.1,18,3.591667,8.7,16.0,252.0,16.0,16.11111111111111,21.11111111111111,11.0,51.75,63.0,5.0,2.897917,9.5,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-10,1,4,2,2000,1,0,70,56,,3.13,260.0,12.1,14,3.2625,9.6,14.0,260.0,18.0,16.805555555555557,21.666666666666668,12.0,55.25,67.0,2.0,2.689583,9.25,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-11,2,4,2,2000,1,0,78,55,,2.68,250.0,10.1,23,3.429167,9.6,14.0,262.0,13.0,19.02777777777778,26.11111111111111,11.0,50.416667,65.0,3.0,2.8325,9.35,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-12,3,4,2,2000,1,0,82,53,,2.68,200.0,10.1,29,3.654167,9.6,13.0,331.0,1.0,18.88888888888889,28.88888888888889,12.0,49.916667,68.0,6.0,2.844583,9.21,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-13,4,4,2,2000,1,0,73,54,,2.91,250.0,12.1,19,4.154167,8.7,13.0,300.0,22.0,17.15277777777778,22.77777777777778,11.0,52.333333,68.0,6.0,2.701667,9.77,12.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-14,5,4,2,2000,1,0,66,54,,4.25,260.0,14.1,12,5.320833,13.0,12.0,335.0,4.0,14.745370555555553,17.22222222222222,12.0,52.875,63.0,3.0,2.022083,6.71,12.0,,,,,,,0.0,0.0,1.0,0.0
2000-04-15,6,4,2,2000,0,0,66,55,,2.91,250.0,12.1,11,4.254167,9.6,13.0,289.0,23.0,15.0,17.77777777777778,11.0,51.708333,60.0,0.0,1.552917,6.37,14.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-16,7,4,2,2000,0,0,68,55,,3.13,260.0,12.1,13,3.504167,7.8,14.0,258.0,16.0,15.532407222222226,19.444444444444443,12.0,49.25,59.0,2.0,2.23375,8.53,11.0,,,,,,,0.0,1.0,0.0,0.0
2000-04-17,1,4,2,2000,1,1,60,52,,4.03,90.0,13.0,8,5.275,10.4,4.0,265.0,20.0,13.564814999999998,15.0,8.0,57.0,65.0,13.0,0.409167,1.14,14.0,,,,,,,0.0,0.0,0.0,1.0
